monthofyear,dayofmonth,weekday,Date,Hour,load,prevload
04,07,6,07/04/2012,16,2972.0,3096.0
04,07,6,07/04/2012,17,3051.0,3103.0
04,07,6,07/04/2012,18,3139.0,3140.0
04,07,6,07/04/2012,19,3182.0,3167.0
04,07,6,07/04/2012,20,3250.0,3290.0
04,07,6,07/04/2012,21,3218.0,3295.0
04,07,6,07/04/2012,22,3037.0,3110.0
04,07,6,07/04/2012,23,2777.0,2848.0
04,07,6,07/04/2012,24,2532.0,2601.0
04,08,7,08/04/2012,1,2355.0,2438.0
04,08,7,08/04/2012,2,2263.0,2343.0
04,08,7,08/04/2012,3,2207.0,2302.0
04,08,7,08/04/2012,4,2198.0,2292.0
04,08,7,08/04/2012,5,2230.0,2344.0
04,08,7,08/04/2012,6,2325.0,2456.0
04,08,7,08/04/2012,7,2465.0,2613.0
04,08,7,08/04/2012,8,2710.0,2848.0
04,08,7,08/04/2012,9,2970.0,3057.0
04,08,7,08/04/2012,10,3110.0,3149.0
04,08,7,08/04/2012,11,3139.0,3149.0
04,08,7,08/04/2012,12,3147.0,3112.0
04,08,7,08/04/2012,13,3109.0,3058.0
04,08,7,08/04/2012,14,2996.0,3006.0
04,08,7,08/04/2012,15,2886.0,2961.0
04,08,7,08/04/2012,16,2846.0,2972.0
04,08,7,08/04/2012,17,2866.0,3051.0
04,08,7,08/04/2012,18,2919.0,3139.0
04,08,7,08/04/2012,19,3016.0,3182.0
04,08,7,08/04/2012,20,3179.0,3250.0
04,08,7,08/04/2012,21,3175.0,3218.0
04,08,7,08/04/2012,22,2943.0,3037.0
04,08,7,08/04/2012,23,2659.0,2777.0
04,08,7,08/04/2012,24,2441.0,2532.0
04,09,1,09/04/2012,1,2310.0,2355.0
04,09,1,09/04/2012,2,2242.0,2263.0
04,09,1,09/04/2012,3,2235.0,2207.0
04,09,1,09/04/2012,4,2243.0,2198.0
04,09,1,09/04/2012,5,2349.0,2230.0
04,09,1,09/04/2012,6,2647.0,2325.0
04,09,1,09/04/2012,7,3102.0,2465.0
04,09,1,09/04/2012,8,3365.0,2710.0
04,09,1,09/04/2012,9,3426.0,2970.0
04,09,1,09/04/2012,10,3462.0,3110.0
04,09,1,09/04/2012,11,3483.0,3139.0
04,09,1,09/04/2012,12,3473.0,3147.0
04,09,1,09/04/2012,13,3454.0,3109.0
04,09,1,09/04/2012,14,3413.0,2996.0
04,09,1,09/04/2012,15,3349.0,2886.0
04,09,1,09/04/2012,16,3314.0,2846.0
04,09,1,09/04/2012,17,3326.0,2866.0
04,09,1,09/04/2012,18,3400.0,2919.0
04,09,1,09/04/2012,19,3429.0,3016.0
04,09,1,09/04/2012,20,3548.0,3179.0
04,09,1,09/04/2012,21,3494.0,3175.0
04,09,1,09/04/2012,22,3222.0,2943.0
04,09,1,09/04/2012,23,2856.0,2659.0
04,09,1,09/04/2012,24,2584.0,2441.0
04,10,2,10/04/2012,1,2410.0,2310.0
04,10,2,10/04/2012,2,2329.0,2242.0
04,10,2,10/04/2012,3,2291.0,2235.0
04,10,2,10/04/2012,4,2304.0,2243.0
04,10,2,10/04/2012,5,2395.0,2349.0
04,10,2,10/04/2012,6,2684.0,2647.0
04,10,2,10/04/2012,7,3136.0,3102.0
04,10,2,10/04/2012,8,3365.0,3365.0
04,10,2,10/04/2012,9,3389.0,3426.0
04,10,2,10/04/2012,10,3380.0,3462.0
04,10,2,10/04/2012,11,3370.0,3483.0
04,10,2,10/04/2012,12,3347.0,3473.0
04,10,2,10/04/2012,13,3322.0,3454.0
04,10,2,10/04/2012,14,3324.0,3413.0
04,10,2,10/04/2012,15,3265.0,3349.0
04,10,2,10/04/2012,16,3218.0,3314.0
04,10,2,10/04/2012,17,3262.0,3326.0
04,10,2,10/04/2012,18,3290.0,3400.0
04,10,2,10/04/2012,19,3339.0,3429.0
04,10,2,10/04/2012,20,3465.0,3548.0
04,10,2,10/04/2012,21,3438.0,3494.0
04,10,2,10/04/2012,22,3181.0,3222.0
04,10,2,10/04/2012,23,2833.0,2856.0
04,10,2,10/04/2012,24,2542.0,2584.0
04,11,3,11/04/2012,1,2378.0,2410.0
04,11,3,11/04/2012,2,2306.0,2329.0
04,11,3,11/04/2012,3,2279.0,2291.0
04,11,3,11/04/2012,4,2292.0,2304.0
04,11,3,11/04/2012,5,2395.0,2395.0
04,11,3,11/04/2012,6,2664.0,2684.0
04,11,3,11/04/2012,7,3111.0,3136.0
04,11,3,11/04/2012,8,3355.0,3365.0
04,11,3,11/04/2012,9,3382.0,3389.0
04,11,3,11/04/2012,10,3350.0,3380.0
04,11,3,11/04/2012,11,3349.0,3370.0
04,11,3,11/04/2012,12,3331.0,3347.0
04,11,3,11/04/2012,13,3298.0,3322.0
04,11,3,11/04/2012,14,3270.0,3324.0
04,11,3,11/04/2012,15,3222.0,3265.0
04,11,3,11/04/2012,16,3192.0,3218.0
04,11,3,11/04/2012,17,3206.0,3262.0
04,11,3,11/04/2012,18,3242.0,3290.0
04,11,3,11/04/2012,19,3300.0,3339.0
04,11,3,11/04/2012,20,3438.0,3465.0
04,11,3,11/04/2012,21,3418.0,3438.0
04,11,3,11/04/2012,22,3162.0,3181.0
04,11,3,11/04/2012,23,2815.0,2833.0
04,11,3,11/04/2012,24,2533.0,2542.0
04,12,4,12/04/2012,1,2375.0,2378.0
04,12,4,12/04/2012,2,2293.0,2306.0
04,12,4,12/04/2012,3,2259.0,2279.0
04,12,4,12/04/2012,4,2270.0,2292.0
04,12,4,12/04/2012,5,2372.0,2395.0
04,12,4,12/04/2012,6,2668.0,2664.0
04,12,4,12/04/2012,7,3104.0,3111.0
04,12,4,12/04/2012,8,3316.0,3355.0
04,12,4,12/04/2012,9,3341.0,3382.0
04,12,4,12/04/2012,10,3338.0,3350.0
04,12,4,12/04/2012,11,3323.0,3349.0
04,12,4,12/04/2012,12,3312.0,3331.0
04,12,4,12/04/2012,13,3282.0,3298.0
04,12,4,12/04/2012,14,3269.0,3270.0
04,12,4,12/04/2012,15,3230.0,3222.0
04,12,4,12/04/2012,16,3211.0,3192.0
04,12,4,12/04/2012,17,3228.0,3206.0
04,12,4,12/04/2012,18,3266.0,3242.0
04,12,4,12/04/2012,19,3311.0,3300.0
04,12,4,12/04/2012,20,3439.0,3438.0
04,12,4,12/04/2012,21,3433.0,3418.0
04,12,4,12/04/2012,22,3182.0,3162.0
04,12,4,12/04/2012,23,2854.0,2815.0
04,12,4,12/04/2012,24,2582.0,2533.0
04,13,5,13/04/2012,1,2402.0,2375.0
04,13,5,13/04/2012,2,2318.0,2293.0
04,13,5,13/04/2012,3,2286.0,2259.0
04,13,5,13/04/2012,4,2296.0,2270.0
04,13,5,13/04/2012,5,2403.0,2372.0
04,13,5,13/04/2012,6,2671.0,2668.0
04,13,5,13/04/2012,7,3078.0,3104.0
04,13,5,13/04/2012,8,3307.0,3316.0
04,13,5,13/04/2012,9,3316.0,3341.0
04,13,5,13/04/2012,10,3316.0,3338.0
04,13,5,13/04/2012,11,3320.0,3323.0
04,13,5,13/04/2012,12,3277.0,3312.0
04,13,5,13/04/2012,13,3236.0,3282.0
04,13,5,13/04/2012,14,3207.0,3269.0
04,13,5,13/04/2012,15,3147.0,3230.0
04,13,5,13/04/2012,16,3095.0,3211.0
04,13,5,13/04/2012,17,3083.0,3228.0
04,13,5,13/04/2012,18,3075.0,3266.0
04,13,5,13/04/2012,19,3072.0,3311.0
04,13,5,13/04/2012,20,3174.0,3439.0
04,13,5,13/04/2012,21,3225.0,3433.0
04,13,5,13/04/2012,22,3035.0,3182.0
04,13,5,13/04/2012,23,2773.0,2854.0
04,13,5,13/04/2012,24,2501.0,2582.0
04,14,6,14/04/2012,1,2325.0,2402.0
04,14,6,14/04/2012,2,2229.0,2318.0
04,14,6,14/04/2012,3,2174.0,2286.0
04,14,6,14/04/2012,4,2173.0,2296.0
04,14,6,14/04/2012,5,2215.0,2403.0
04,14,6,14/04/2012,6,2341.0,2671.0
04,14,6,14/04/2012,7,2509.0,3078.0
04,14,6,14/04/2012,8,2749.0,3307.0
04,14,6,14/04/2012,9,2941.0,3316.0
04,14,6,14/04/2012,10,3025.0,3316.0
04,14,6,14/04/2012,11,3046.0,3320.0
04,14,6,14/04/2012,12,3007.0,3277.0
04,14,6,14/04/2012,13,2945.0,3236.0
04,14,6,14/04/2012,14,2873.0,3207.0
04,14,6,14/04/2012,15,2824.0,3147.0
04,14,6,14/04/2012,16,2814.0,3095.0
04,14,6,14/04/2012,17,2841.0,3083.0
04,14,6,14/04/2012,18,2892.0,3075.0
04,14,6,14/04/2012,19,2913.0,3072.0
04,14,6,14/04/2012,20,2998.0,3174.0
04,14,6,14/04/2012,21,3026.0,3225.0
04,14,6,14/04/2012,22,2841.0,3035.0
04,14,6,14/04/2012,23,2589.0,2773.0
04,14,6,14/04/2012,24,2374.0,2501.0
04,15,7,15/04/2012,1,2211.0,2325.0
04,15,7,15/04/2012,2,2118.0,2229.0
04,15,7,15/04/2012,3,2076.0,2174.0
04,15,7,15/04/2012,4,2067.0,2173.0
04,15,7,15/04/2012,5,2096.0,2215.0
04,15,7,15/04/2012,6,2175.0,2341.0
04,15,7,15/04/2012,7,2289.0,2509.0
04,15,7,15/04/2012,8,2499.0,2749.0
04,15,7,15/04/2012,9,2739.0,2941.0
04,15,7,15/04/2012,10,2885.0,3025.0
04,15,7,15/04/2012,11,2931.0,3046.0
04,15,7,15/04/2012,12,2938.0,3007.0
04,15,7,15/04/2012,13,2912.0,2945.0
04,15,7,15/04/2012,14,2858.0,2873.0
04,15,7,15/04/2012,15,2835.0,2824.0
04,15,7,15/04/2012,16,2848.0,2814.0
04,15,7,15/04/2012,17,2905.0,2841.0
04,15,7,15/04/2012,18,2977.0,2892.0
04,15,7,15/04/2012,19,3028.0,2913.0
04,15,7,15/04/2012,20,3130.0,2998.0
04,15,7,15/04/2012,21,3142.0,3026.0
04,15,7,15/04/2012,22,2909.0,2841.0
04,15,7,15/04/2012,23,2617.0,2589.0
04,15,7,15/04/2012,24,2390.0,2374.0
04,16,1,16/04/2012,1,2233.0,2211.0
04,16,1,16/04/2012,2,2156.0,2118.0
04,16,1,16/04/2012,3,2124.0,2076.0
04,16,1,16/04/2012,4,2130.0,2067.0
04,16,1,16/04/2012,5,2213.0,2096.0
04,16,1,16/04/2012,6,2456.0,2175.0
04,16,1,16/04/2012,7,2798.0,2289.0
04,16,1,16/04/2012,8,3086.0,2499.0
04,16,1,16/04/2012,9,3244.0,2739.0
04,16,1,16/04/2012,10,3337.0,2885.0
04,16,1,16/04/2012,11,3391.0,2931.0
04,16,1,16/04/2012,12,3439.0,2938.0
04,16,1,16/04/2012,13,3454.0,2912.0
04,16,1,16/04/2012,14,3461.0,2858.0
04,16,1,16/04/2012,15,3458.0,2835.0
04,16,1,16/04/2012,16,3444.0,2848.0
04,16,1,16/04/2012,17,3443.0,2905.0
04,16,1,16/04/2012,18,3441.0,2977.0
04,16,1,16/04/2012,19,3419.0,3028.0
04,16,1,16/04/2012,20,3479.0,3130.0
04,16,1,16/04/2012,21,3510.0,3142.0
04,16,1,16/04/2012,22,3228.0,2909.0
04,16,1,16/04/2012,23,2867.0,2617.0
04,16,1,16/04/2012,24,2572.0,2390.0
04,17,2,17/04/2012,1,2397.0,2233.0
04,17,2,17/04/2012,2,2302.0,2156.0
04,17,2,17/04/2012,3,2244.0,2124.0
04,17,2,17/04/2012,4,2229.0,2130.0
04,17,2,17/04/2012,5,2315.0,2213.0
04,17,2,17/04/2012,6,2541.0,2456.0
04,17,2,17/04/2012,7,2878.0,2798.0
04,17,2,17/04/2012,8,3148.0,3086.0
04,17,2,17/04/2012,9,3268.0,3244.0
04,17,2,17/04/2012,10,3328.0,3337.0
04,17,2,17/04/2012,11,3387.0,3391.0
04,17,2,17/04/2012,12,3398.0,3439.0
04,17,2,17/04/2012,13,3394.0,3454.0
04,17,2,17/04/2012,14,3409.0,3461.0
04,17,2,17/04/2012,15,3387.0,3458.0
04,17,2,17/04/2012,16,3369.0,3444.0
04,17,2,17/04/2012,17,3353.0,3443.0
04,17,2,17/04/2012,18,3333.0,3441.0
04,17,2,17/04/2012,19,3303.0,3419.0
04,17,2,17/04/2012,20,3353.0,3479.0
04,17,2,17/04/2012,21,3378.0,3510.0
04,17,2,17/04/2012,22,3101.0,3228.0
04,17,2,17/04/2012,23,2798.0,2867.0
04,17,2,17/04/2012,24,2523.0,2572.0
04,18,3,18/04/2012,1,2333.0,2397.0
04,18,3,18/04/2012,2,2242.0,2302.0
04,18,3,18/04/2012,3,2203.0,2244.0
04,18,3,18/04/2012,4,2194.0,2229.0
04,18,3,18/04/2012,5,2274.0,2315.0
04,18,3,18/04/2012,6,2506.0,2541.0
04,18,3,18/04/2012,7,2846.0,2878.0
04,18,3,18/04/2012,8,3092.0,3148.0
04,18,3,18/04/2012,9,3161.0,3268.0
04,18,3,18/04/2012,10,3199.0,3328.0
04,18,3,18/04/2012,11,3232.0,3387.0
04,18,3,18/04/2012,12,3244.0,3398.0
04,18,3,18/04/2012,13,3212.0,3394.0
04,18,3,18/04/2012,14,3199.0,3409.0
04,18,3,18/04/2012,15,3156.0,3387.0
04,18,3,18/04/2012,16,3130.0,3369.0
04,18,3,18/04/2012,17,3130.0,3353.0
04,18,3,18/04/2012,18,3155.0,3333.0
04,18,3,18/04/2012,19,3193.0,3303.0
04,18,3,18/04/2012,20,3299.0,3353.0
04,18,3,18/04/2012,21,3324.0,3378.0
04,18,3,18/04/2012,22,3081.0,3101.0
04,18,3,18/04/2012,23,2762.0,2798.0
04,18,3,18/04/2012,24,2506.0,2523.0
04,19,4,19/04/2012,1,2341.0,2333.0
04,19,4,19/04/2012,2,2260.0,2242.0
04,19,4,19/04/2012,3,2221.0,2203.0
04,19,4,19/04/2012,4,2226.0,2194.0
04,19,4,19/04/2012,5,2323.0,2274.0
04,19,4,19/04/2012,6,2561.0,2506.0
04,19,4,19/04/2012,7,2920.0,2846.0
04,19,4,19/04/2012,8,3162.0,3092.0
04,19,4,19/04/2012,9,3201.0,3161.0
04,19,4,19/04/2012,10,3233.0,3199.0
04,19,4,19/04/2012,11,3265.0,3232.0
04,19,4,19/04/2012,12,3272.0,3244.0
04,19,4,19/04/2012,13,3249.0,3212.0
04,19,4,19/04/2012,14,3234.0,3199.0
04,19,4,19/04/2012,15,3195.0,3156.0
04,19,4,19/04/2012,16,3167.0,3130.0
04,19,4,19/04/2012,17,3173.0,3130.0
04,19,4,19/04/2012,18,3179.0,3155.0
04,19,4,19/04/2012,19,3176.0,3193.0
04,19,4,19/04/2012,20,3253.0,3299.0
04,19,4,19/04/2012,21,3327.0,3324.0
04,19,4,19/04/2012,22,3107.0,3081.0
04,19,4,19/04/2012,23,2786.0,2762.0
04,19,4,19/04/2012,24,2513.0,2506.0
04,20,5,20/04/2012,1,2346.0,2341.0
04,20,5,20/04/2012,2,2280.0,2260.0
04,20,5,20/04/2012,3,2267.0,2221.0
04,20,5,20/04/2012,4,2242.0,2226.0
04,20,5,20/04/2012,5,2322.0,2323.0
04,20,5,20/04/2012,6,2525.0,2561.0
04,20,5,20/04/2012,7,2853.0,2920.0
04,20,5,20/04/2012,8,3086.0,3162.0
04,20,5,20/04/2012,9,3166.0,3201.0
04,20,5,20/04/2012,10,3225.0,3233.0
04,20,5,20/04/2012,11,3275.0,3265.0
04,20,5,20/04/2012,12,3293.0,3272.0
04,20,5,20/04/2012,13,3279.0,3249.0
04,20,5,20/04/2012,14,3278.0,3234.0
04,20,5,20/04/2012,15,3234.0,3195.0
04,20,5,20/04/2012,16,3200.0,3167.0
04,20,5,20/04/2012,17,3188.0,3173.0
04,20,5,20/04/2012,18,3161.0,3179.0
04,20,5,20/04/2012,19,3121.0,3176.0
04,20,5,20/04/2012,20,3159.0,3253.0
04,20,5,20/04/2012,21,3218.0,3327.0
04,20,5,20/04/2012,22,3032.0,3107.0
04,20,5,20/04/2012,23,2754.0,2786.0
04,20,5,20/04/2012,24,2493.0,2513.0
04,21,6,21/04/2012,1,2323.0,2346.0
04,21,6,21/04/2012,2,2223.0,2280.0
04,21,6,21/04/2012,3,2163.0,2267.0
04,21,6,21/04/2012,4,2145.0,2242.0
04,21,6,21/04/2012,5,2180.0,2322.0
04,21,6,21/04/2012,6,2271.0,2525.0
04,21,6,21/04/2012,7,2414.0,2853.0
04,21,6,21/04/2012,8,2657.0,3086.0
04,21,6,21/04/2012,9,2878.0,3166.0
04,21,6,21/04/2012,10,3021.0,3225.0
04,21,6,21/04/2012,11,3084.0,3275.0
04,21,6,21/04/2012,12,3069.0,3293.0
04,21,6,21/04/2012,13,3029.0,3279.0
04,21,6,21/04/2012,14,2993.0,3278.0
04,21,6,21/04/2012,15,2975.0,3234.0
04,21,6,21/04/2012,16,2991.0,3200.0
04,21,6,21/04/2012,17,3027.0,3188.0
04,21,6,21/04/2012,18,3088.0,3161.0
04,21,6,21/04/2012,19,3090.0,3121.0
04,21,6,21/04/2012,20,3137.0,3159.0
04,21,6,21/04/2012,21,3154.0,3218.0
04,21,6,21/04/2012,22,2953.0,3032.0
04,21,6,21/04/2012,23,2690.0,2754.0
04,21,6,21/04/2012,24,2449.0,2493.0
04,22,7,22/04/2012,1,2299.0,2323.0
04,22,7,22/04/2012,2,2206.0,2223.0
04,22,7,22/04/2012,3,2154.0,2163.0
04,22,7,22/04/2012,4,2125.0,2145.0
04,22,7,22/04/2012,5,2143.0,2180.0
04,22,7,22/04/2012,6,2204.0,2271.0
04,22,7,22/04/2012,7,2318.0,2414.0
04,22,7,22/04/2012,8,2529.0,2657.0
04,22,7,22/04/2012,9,2779.0,2878.0
04,22,7,22/04/2012,10,2973.0,3021.0
04,22,7,22/04/2012,11,3068.0,3084.0
04,22,7,22/04/2012,12,3101.0,3069.0
04,22,7,22/04/2012,13,3106.0,3029.0
04,22,7,22/04/2012,14,3062.0,2993.0
04,22,7,22/04/2012,15,3033.0,2975.0
04,22,7,22/04/2012,16,3049.0,2991.0
04,22,7,22/04/2012,17,3120.0,3027.0
04,22,7,22/04/2012,18,3183.0,3088.0
04,22,7,22/04/2012,19,3267.0,3090.0
04,22,7,22/04/2012,20,3235.0,3137.0
04,22,7,22/04/2012,21,3174.0,3154.0
04,22,7,22/04/2012,22,2931.0,2953.0
04,22,7,22/04/2012,23,2674.0,2690.0
04,22,7,22/04/2012,24,2448.0,2449.0
04,23,1,23/04/2012,1,2331.0,2299.0
04,23,1,23/04/2012,2,2274.0,2206.0
04,23,1,23/04/2012,3,2250.0,2154.0
04,23,1,23/04/2012,4,2265.0,2125.0
04,23,1,23/04/2012,5,2353.0,2143.0
04,23,1,23/04/2012,6,2620.0,2204.0
04,23,1,23/04/2012,7,3000.0,2318.0
04,23,1,23/04/2012,8,3270.0,2529.0
04,23,1,23/04/2012,9,3420.0,2779.0
04,23,1,23/04/2012,10,3482.0,2973.0
04,23,1,23/04/2012,11,3524.0,3068.0
04,23,1,23/04/2012,12,3534.0,3101.0
04,23,1,23/04/2012,13,3506.0,3106.0
04,23,1,23/04/2012,14,3483.0,3062.0
04,23,1,23/04/2012,15,3432.0,3033.0
04,23,1,23/04/2012,16,3390.0,3049.0
04,23,1,23/04/2012,17,3435.0,3120.0
04,23,1,23/04/2012,18,3485.0,3183.0
04,23,1,23/04/2012,19,3443.0,3267.0
04,23,1,23/04/2012,20,3423.0,3235.0
04,23,1,23/04/2012,21,3360.0,3174.0
04,23,1,23/04/2012,22,3095.0,2931.0
04,23,1,23/04/2012,23,2770.0,2674.0
04,23,1,23/04/2012,24,2509.0,2448.0
04,24,2,24/04/2012,1,2347.0,2331.0
04,24,2,24/04/2012,2,2278.0,2274.0
04,24,2,24/04/2012,3,2244.0,2250.0
04,24,2,24/04/2012,4,2244.0,2265.0
04,24,2,24/04/2012,5,2328.0,2353.0
04,24,2,24/04/2012,6,2565.0,2620.0
04,24,2,24/04/2012,7,2925.0,3000.0
04,24,2,24/04/2012,8,3162.0,3270.0
04,24,2,24/04/2012,9,3236.0,3420.0
04,24,2,24/04/2012,10,3297.0,3482.0
04,24,2,24/04/2012,11,3358.0,3524.0
04,24,2,24/04/2012,12,3354.0,3534.0
04,24,2,24/04/2012,13,3323.0,3506.0
04,24,2,24/04/2012,14,3317.0,3483.0
04,24,2,24/04/2012,15,3266.0,3432.0
04,24,2,24/04/2012,16,3216.0,3390.0
04,24,2,24/04/2012,17,3211.0,3435.0
04,24,2,24/04/2012,18,3251.0,3485.0
04,24,2,24/04/2012,19,3269.0,3443.0
04,24,2,24/04/2012,20,3318.0,3423.0
04,24,2,24/04/2012,21,3373.0,3360.0
04,24,2,24/04/2012,22,3143.0,3095.0
04,24,2,24/04/2012,23,2825.0,2770.0
04,24,2,24/04/2012,24,2552.0,2509.0
04,25,3,25/04/2012,1,2382.0,2347.0
04,25,3,25/04/2012,2,2296.0,2278.0
04,25,3,25/04/2012,3,2256.0,2244.0
04,25,3,25/04/2012,4,2245.0,2244.0
04,25,3,25/04/2012,5,2343.0,2328.0
04,25,3,25/04/2012,6,2598.0,2565.0
04,25,3,25/04/2012,7,2947.0,2925.0
04,25,3,25/04/2012,8,3173.0,3162.0
04,25,3,25/04/2012,9,3248.0,3236.0
04,25,3,25/04/2012,10,3300.0,3297.0
04,25,3,25/04/2012,11,3304.0,3358.0
04,25,3,25/04/2012,12,3305.0,3354.0
04,25,3,25/04/2012,13,3267.0,3323.0
04,25,3,25/04/2012,14,3246.0,3317.0
04,25,3,25/04/2012,15,3199.0,3266.0
04,25,3,25/04/2012,16,3158.0,3216.0
04,25,3,25/04/2012,17,3166.0,3211.0
04,25,3,25/04/2012,18,3211.0,3251.0
04,25,3,25/04/2012,19,3236.0,3269.0
04,25,3,25/04/2012,20,3302.0,3318.0
04,25,3,25/04/2012,21,3338.0,3373.0
04,25,3,25/04/2012,22,3117.0,3143.0
04,25,3,25/04/2012,23,2817.0,2825.0
04,25,3,25/04/2012,24,2561.0,2552.0
04,26,4,26/04/2012,1,2386.0,2382.0
04,26,4,26/04/2012,2,2285.0,2296.0
04,26,4,26/04/2012,3,2262.0,2256.0
04,26,4,26/04/2012,4,2276.0,2245.0
04,26,4,26/04/2012,5,2364.0,2343.0
04,26,4,26/04/2012,6,2625.0,2598.0
04,26,4,26/04/2012,7,2973.0,2947.0
04,26,4,26/04/2012,8,3180.0,3173.0
04,26,4,26/04/2012,9,3233.0,3248.0
04,26,4,26/04/2012,10,3257.0,3300.0
04,26,4,26/04/2012,11,3264.0,3304.0
04,26,4,26/04/2012,12,3253.0,3305.0
04,26,4,26/04/2012,13,3219.0,3267.0
04,26,4,26/04/2012,14,3218.0,3246.0
04,26,4,26/04/2012,15,3195.0,3199.0
04,26,4,26/04/2012,16,3184.0,3158.0
04,26,4,26/04/2012,17,3200.0,3166.0
04,26,4,26/04/2012,18,3269.0,3211.0
04,26,4,26/04/2012,19,3322.0,3236.0
04,26,4,26/04/2012,20,3379.0,3302.0
04,26,4,26/04/2012,21,3337.0,3338.0
04,26,4,26/04/2012,22,3090.0,3117.0
04,26,4,26/04/2012,23,2786.0,2817.0
04,26,4,26/04/2012,24,2526.0,2561.0
04,27,5,27/04/2012,1,2365.0,2386.0
04,27,5,27/04/2012,2,2265.0,2285.0
04,27,5,27/04/2012,3,2226.0,2262.0
04,27,5,27/04/2012,4,2222.0,2276.0
04,27,5,27/04/2012,5,2289.0,2364.0
04,27,5,27/04/2012,6,2537.0,2625.0
04,27,5,27/04/2012,7,2925.0,2973.0
04,27,5,27/04/2012,8,3193.0,3180.0
04,27,5,27/04/2012,9,3317.0,3233.0
04,27,5,27/04/2012,10,3372.0,3257.0
04,27,5,27/04/2012,11,3414.0,3264.0
04,27,5,27/04/2012,12,3400.0,3253.0
04,27,5,27/04/2012,13,3332.0,3219.0
04,27,5,27/04/2012,14,3306.0,3218.0
04,27,5,27/04/2012,15,3255.0,3195.0
04,27,5,27/04/2012,16,3209.0,3184.0
04,27,5,27/04/2012,17,3207.0,3200.0
04,27,5,27/04/2012,18,3216.0,3269.0
04,27,5,27/04/2012,19,3222.0,3322.0
04,27,5,27/04/2012,20,3281.0,3379.0
04,27,5,27/04/2012,21,3342.0,3337.0
04,27,5,27/04/2012,22,3177.0,3090.0
04,27,5,27/04/2012,23,2902.0,2786.0
04,27,5,27/04/2012,24,2645.0,2526.0
04,28,6,28/04/2012,1,2475.0,2365.0
04,28,6,28/04/2012,2,2377.0,2265.0
04,28,6,28/04/2012,3,2332.0,2226.0
04,28,6,28/04/2012,4,2306.0,2222.0
04,28,6,28/04/2012,5,2359.0,2289.0
04,28,6,28/04/2012,6,2468.0,2537.0
04,28,6,28/04/2012,7,2630.0,2925.0
04,28,6,28/04/2012,8,2889.0,3193.0
04,28,6,28/04/2012,9,3074.0,3317.0
04,28,6,28/04/2012,10,3153.0,3372.0
04,28,6,28/04/2012,11,3174.0,3414.0
04,28,6,28/04/2012,12,3134.0,3400.0
04,28,6,28/04/2012,13,3067.0,3332.0
04,28,6,28/04/2012,14,2995.0,3306.0
04,28,6,28/04/2012,15,2920.0,3255.0
04,28,6,28/04/2012,16,2894.0,3209.0
04,28,6,28/04/2012,17,2935.0,3207.0
04,28,6,28/04/2012,18,2992.0,3216.0
04,28,6,28/04/2012,19,3010.0,3222.0
04,28,6,28/04/2012,20,3066.0,3281.0
04,28,6,28/04/2012,21,3171.0,3342.0
04,28,6,28/04/2012,22,3019.0,3177.0
04,28,6,28/04/2012,23,2783.0,2902.0
04,28,6,28/04/2012,24,2559.0,2645.0
04,29,7,29/04/2012,1,2386.0,2475.0
04,29,7,29/04/2012,2,2300.0,2377.0
04,29,7,29/04/2012,3,2254.0,2332.0
04,29,7,29/04/2012,4,2240.0,2306.0
04,29,7,29/04/2012,5,2268.0,2359.0
04,29,7,29/04/2012,6,2324.0,2468.0
04,29,7,29/04/2012,7,2434.0,2630.0
04,29,7,29/04/2012,8,2643.0,2889.0
04,29,7,29/04/2012,9,2863.0,3074.0
04,29,7,29/04/2012,10,2998.0,3153.0
04,29,7,29/04/2012,11,3035.0,3174.0
04,29,7,29/04/2012,12,3041.0,3134.0
04,29,7,29/04/2012,13,3010.0,3067.0
04,29,7,29/04/2012,14,2951.0,2995.0
04,29,7,29/04/2012,15,2903.0,2920.0
04,29,7,29/04/2012,16,2901.0,2894.0
04,29,7,29/04/2012,17,2969.0,2935.0
04,29,7,29/04/2012,18,3063.0,2992.0
04,29,7,29/04/2012,19,3114.0,3010.0
04,29,7,29/04/2012,20,3197.0,3066.0
04,29,7,29/04/2012,21,3275.0,3171.0
04,29,7,29/04/2012,22,3047.0,3019.0
04,29,7,29/04/2012,23,2732.0,2783.0
04,29,7,29/04/2012,24,2496.0,2559.0
04,30,1,30/04/2012,1,2365.0,2386.0
04,30,1,30/04/2012,2,2299.0,2300.0
04,30,1,30/04/2012,3,2275.0,2254.0
04,30,1,30/04/2012,4,2295.0,2240.0
04,30,1,30/04/2012,5,2396.0,2268.0
04,30,1,30/04/2012,6,2661.0,2324.0
04,30,1,30/04/2012,7,3087.0,2434.0
04,30,1,30/04/2012,8,3296.0,2643.0
04,30,1,30/04/2012,9,3321.0,2863.0
04,30,1,30/04/2012,10,3330.0,2998.0
04,30,1,30/04/2012,11,3342.0,3035.0
04,30,1,30/04/2012,12,3330.0,3041.0
04,30,1,30/04/2012,13,3297.0,3010.0
04,30,1,30/04/2012,14,3278.0,2951.0
04,30,1,30/04/2012,15,3233.0,2903.0
04,30,1,30/04/2012,16,3193.0,2901.0
04,30,1,30/04/2012,17,3195.0,2969.0
04,30,1,30/04/2012,18,3233.0,3063.0
04,30,1,30/04/2012,19,3273.0,3114.0
04,30,1,30/04/2012,20,3347.0,3197.0
04,30,1,30/04/2012,21,3401.0,3275.0
