,monthofyear,dayofmonth,weekday,Date,Hour,load,prevload,T,lasthr
33802,11,9,1,09-11-2009,11,3468.0,3104.0,53.67,3457.0
33803,11,9,1,09-11-2009,12,3442.0,3091.0,60.33,3468.0
33804,11,9,1,09-11-2009,13,3409.0,3071.0,64.0,3442.0
33805,11,9,1,09-11-2009,14,3405.0,3029.0,65.33,3409.0
33806,11,9,1,09-11-2009,15,3364.0,3018.0,63.67,3405.0
33807,11,9,1,09-11-2009,16,3379.0,3042.0,64.0,3364.0
33808,11,9,1,09-11-2009,17,3645.0,3337.0,63.0,3379.0
33809,11,9,1,09-11-2009,18,3922.0,3674.0,61.33,3645.0
33810,11,9,1,09-11-2009,19,3859.0,3611.0,60.67,3922.0
33811,11,9,1,09-11-2009,20,3698.0,3459.0,60.0,3859.0
33812,11,9,1,09-11-2009,21,3481.0,3261.0,60.33,3698.0
33813,11,9,1,09-11-2009,22,3151.0,2975.0,60.33,3481.0
33814,11,9,1,09-11-2009,23,2795.0,2701.0,59.67,3151.0
33815,11,9,1,09-11-2009,24,2526.0,2487.0,58.67,2795.0
33816,11,10,2,10-11-2009,1,2370.0,2374.0,58.67,2526.0
33817,11,10,2,10-11-2009,2,2288.0,2307.0,58.33,2370.0
33818,11,10,2,10-11-2009,3,2244.0,2288.0,55.67,2288.0
33819,11,10,2,10-11-2009,4,2257.0,2319.0,56.0,2244.0
33820,11,10,2,10-11-2009,5,2386.0,2437.0,54.0,2257.0
33821,11,10,2,10-11-2009,6,2674.0,2754.0,51.33,2386.0
33822,11,10,2,10-11-2009,7,3146.0,3239.0,50.33,2674.0
33823,11,10,2,10-11-2009,8,3354.0,3438.0,51.33,3146.0
33824,11,10,2,10-11-2009,9,3404.0,3468.0,53.0,3354.0
33825,11,10,2,10-11-2009,10,3446.0,3457.0,54.67,3404.0
33826,11,10,2,10-11-2009,11,3469.0,3468.0,56.33,3446.0
33827,11,10,2,10-11-2009,12,3464.0,3442.0,58.33,3469.0
33828,11,10,2,10-11-2009,13,3442.0,3409.0,58.0,3464.0
33829,11,10,2,10-11-2009,14,3400.0,3405.0,56.67,3442.0
33830,11,10,2,10-11-2009,15,3356.0,3364.0,56.67,3400.0
33831,11,10,2,10-11-2009,16,3356.0,3379.0,55.67,3356.0
33832,11,10,2,10-11-2009,17,3612.0,3645.0,54.0,3356.0
33833,11,10,2,10-11-2009,18,3862.0,3922.0,51.67,3612.0
33834,11,10,2,10-11-2009,19,3806.0,3859.0,49.33,3862.0
33835,11,10,2,10-11-2009,20,3659.0,3698.0,47.0,3806.0
33836,11,10,2,10-11-2009,21,3471.0,3481.0,43.33,3659.0
33837,11,10,2,10-11-2009,22,3193.0,3151.0,42.67,3471.0
33838,11,10,2,10-11-2009,23,2885.0,2795.0,44.0,3193.0
33839,11,10,2,10-11-2009,24,2626.0,2526.0,45.33,2885.0
33840,11,11,3,11-11-2009,1,2459.0,2370.0,43.67,2626.0
33841,11,11,3,11-11-2009,2,2375.0,2288.0,43.33,2459.0
33842,11,11,3,11-11-2009,3,2331.0,2244.0,40.67,2375.0
33843,11,11,3,11-11-2009,4,2335.0,2257.0,39.67,2331.0
33844,11,11,3,11-11-2009,5,2418.0,2386.0,40.33,2335.0
33845,11,11,3,11-11-2009,6,2639.0,2674.0,38.33,2418.0
33846,11,11,3,11-11-2009,7,2972.0,3146.0,37.0,2639.0
33847,11,11,3,11-11-2009,8,3224.0,3354.0,37.33,2972.0
33848,11,11,3,11-11-2009,9,3373.0,3404.0,39.0,3224.0
33849,11,11,3,11-11-2009,10,3434.0,3446.0,43.33,3373.0
33850,11,11,3,11-11-2009,11,3450.0,3469.0,44.33,3434.0
33851,11,11,3,11-11-2009,12,3430.0,3464.0,46.33,3450.0
33852,11,11,3,11-11-2009,13,3391.0,3442.0,49.0,3430.0
33853,11,11,3,11-11-2009,14,3367.0,3400.0,50.33,3391.0
33854,11,11,3,11-11-2009,15,3359.0,3356.0,50.33,3367.0
33855,11,11,3,11-11-2009,16,3352.0,3356.0,49.33,3359.0
33856,11,11,3,11-11-2009,17,3635.0,3612.0,46.33,3352.0
33857,11,11,3,11-11-2009,18,3882.0,3862.0,43.67,3635.0
33858,11,11,3,11-11-2009,19,3863.0,3806.0,38.67,3882.0
33859,11,11,3,11-11-2009,20,3732.0,3659.0,35.67,3863.0
33860,11,11,3,11-11-2009,21,3543.0,3471.0,32.67,3732.0
33861,11,11,3,11-11-2009,22,3257.0,3193.0,32.33,3543.0
33862,11,11,3,11-11-2009,23,2932.0,2885.0,30.67,3257.0
33863,11,11,3,11-11-2009,24,2685.0,2626.0,30.0,2932.0
33864,11,12,4,12-11-2009,1,2549.0,2459.0,29.0,2685.0
33865,11,12,4,12-11-2009,2,2431.0,2375.0,28.67,2549.0
33866,11,12,4,12-11-2009,3,2391.0,2331.0,28.67,2431.0
33867,11,12,4,12-11-2009,4,2412.0,2335.0,30.0,2391.0
33868,11,12,4,12-11-2009,5,2524.0,2418.0,29.67,2412.0
33869,11,12,4,12-11-2009,6,2826.0,2639.0,28.33,2524.0
33870,11,12,4,12-11-2009,7,3317.0,2972.0,28.33,2826.0
33871,11,12,4,12-11-2009,8,3503.0,3224.0,28.0,3317.0
33872,11,12,4,12-11-2009,9,3529.0,3373.0,30.67,3503.0
33873,11,12,4,12-11-2009,10,3534.0,3434.0,34.0,3529.0
33874,11,12,4,12-11-2009,11,3527.0,3450.0,40.33,3534.0
33875,11,12,4,12-11-2009,12,3497.0,3430.0,44.0,3527.0
33876,11,12,4,12-11-2009,13,3426.0,3391.0,47.67,3497.0
33877,11,12,4,12-11-2009,14,3394.0,3367.0,49.33,3426.0
33878,11,12,4,12-11-2009,15,3367.0,3359.0,50.0,3394.0
33879,11,12,4,12-11-2009,16,3377.0,3352.0,49.0,3367.0
33880,11,12,4,12-11-2009,17,3663.0,3635.0,46.0,3377.0
33881,11,12,4,12-11-2009,18,3931.0,3882.0,42.0,3663.0
33882,11,12,4,12-11-2009,19,3880.0,3863.0,37.0,3931.0
33883,11,12,4,12-11-2009,20,3760.0,3732.0,34.33,3880.0
33884,11,12,4,12-11-2009,21,3579.0,3543.0,32.67,3760.0
33885,11,12,4,12-11-2009,22,3282.0,3257.0,30.67,3579.0
33886,11,12,4,12-11-2009,23,2951.0,2932.0,31.0,3282.0
33887,11,12,4,12-11-2009,24,2689.0,2685.0,29.67,2951.0
33888,11,13,5,13-11-2009,1,2538.0,2549.0,29.0,2689.0
33889,11,13,5,13-11-2009,2,2455.0,2431.0,28.0,2538.0
33890,11,13,5,13-11-2009,3,2423.0,2391.0,27.33,2455.0
33891,11,13,5,13-11-2009,4,2430.0,2412.0,28.0,2423.0
33892,11,13,5,13-11-2009,5,2530.0,2524.0,26.0,2430.0
33893,11,13,5,13-11-2009,6,2832.0,2826.0,27.67,2530.0
33894,11,13,5,13-11-2009,7,3309.0,3317.0,27.0,2832.0
33895,11,13,5,13-11-2009,8,3517.0,3503.0,27.33,3309.0
33896,11,13,5,13-11-2009,9,3545.0,3529.0,29.67,3517.0
33897,11,13,5,13-11-2009,10,3524.0,3534.0,35.33,3545.0
33898,11,13,5,13-11-2009,11,3518.0,3527.0,40.33,3524.0
33899,11,13,5,13-11-2009,12,3472.0,3497.0,45.67,3518.0
33900,11,13,5,13-11-2009,13,3418.0,3426.0,49.0,3472.0
33901,11,13,5,13-11-2009,14,3390.0,3394.0,51.33,3418.0
33902,11,13,5,13-11-2009,15,3352.0,3367.0,51.33,3390.0
33903,11,13,5,13-11-2009,16,3363.0,3377.0,51.0,3352.0
33904,11,13,5,13-11-2009,17,3613.0,3663.0,49.33,3363.0
33905,11,13,5,13-11-2009,18,3785.0,3931.0,47.0,3613.0
33906,11,13,5,13-11-2009,19,3694.0,3880.0,45.33,3785.0
33907,11,13,5,13-11-2009,20,3551.0,3760.0,44.67,3694.0
33908,11,13,5,13-11-2009,21,3400.0,3579.0,42.67,3551.0
33909,11,13,5,13-11-2009,22,3173.0,3282.0,42.33,3400.0
33910,11,13,5,13-11-2009,23,2881.0,2951.0,41.33,3173.0
33911,11,13,5,13-11-2009,24,2630.0,2689.0,41.33,2881.0
33912,11,14,6,14-11-2009,1,2467.0,2538.0,40.67,2630.0
33913,11,14,6,14-11-2009,2,2362.0,2455.0,41.0,2467.0
33914,11,14,6,14-11-2009,3,2302.0,2423.0,41.0,2362.0
33915,11,14,6,14-11-2009,4,2280.0,2430.0,41.33,2302.0
33916,11,14,6,14-11-2009,5,2317.0,2530.0,42.67,2280.0
33917,11,14,6,14-11-2009,6,2435.0,2832.0,41.0,2317.0
33918,11,14,6,14-11-2009,7,2631.0,3309.0,41.33,2435.0
33919,11,14,6,14-11-2009,8,2873.0,3517.0,43.0,2631.0
33920,11,14,6,14-11-2009,9,3125.0,3545.0,43.67,2873.0
33921,11,14,6,14-11-2009,10,3290.0,3524.0,45.67,3125.0
33922,11,14,6,14-11-2009,11,3362.0,3518.0,47.33,3290.0
33923,11,14,6,14-11-2009,12,3385.0,3472.0,47.67,3362.0
33924,11,14,6,14-11-2009,13,3366.0,3418.0,48.33,3385.0
33925,11,14,6,14-11-2009,14,3334.0,3390.0,49.0,3366.0
33926,11,14,6,14-11-2009,15,3321.0,3352.0,49.33,3334.0
33927,11,14,6,14-11-2009,16,3365.0,3363.0,49.33,3321.0
33928,11,14,6,14-11-2009,17,3565.0,3613.0,50.0,3365.0
33929,11,14,6,14-11-2009,18,3663.0,3785.0,50.33,3565.0
33930,11,14,6,14-11-2009,19,3556.0,3694.0,50.67,3663.0
33931,11,14,6,14-11-2009,20,3401.0,3551.0,50.67,3556.0
33932,11,14,6,14-11-2009,21,3226.0,3400.0,50.33,3401.0
33933,11,14,6,14-11-2009,22,3009.0,3173.0,50.67,3226.0
33934,11,14,6,14-11-2009,23,2755.0,2881.0,50.0,3009.0
33935,11,14,6,14-11-2009,24,2510.0,2630.0,49.67,2755.0
33936,11,15,7,15-11-2009,1,2354.0,2467.0,50.0,2510.0
33937,11,15,7,15-11-2009,2,2245.0,2362.0,50.0,2354.0
33938,11,15,7,15-11-2009,3,2193.0,2302.0,50.0,2245.0
33939,11,15,7,15-11-2009,4,2171.0,2280.0,49.33,2193.0
33940,11,15,7,15-11-2009,5,2186.0,2317.0,49.33,2171.0
33941,11,15,7,15-11-2009,6,2263.0,2435.0,49.33,2186.0
33942,11,15,7,15-11-2009,7,2393.0,2631.0,49.33,2263.0
33943,11,15,7,15-11-2009,8,2617.0,2873.0,50.0,2393.0
33944,11,15,7,15-11-2009,9,2887.0,3125.0,50.33,2617.0
33945,11,15,7,15-11-2009,10,3053.0,3290.0,51.0,2887.0
33946,11,15,7,15-11-2009,11,3130.0,3362.0,53.33,3053.0
33947,11,15,7,15-11-2009,12,3173.0,3385.0,54.67,3130.0
33948,11,15,7,15-11-2009,13,3167.0,3366.0,57.0,3173.0
33949,11,15,7,15-11-2009,14,3116.0,3334.0,57.67,3167.0
33950,11,15,7,15-11-2009,15,3077.0,3321.0,59.0,3116.0
33951,11,15,7,15-11-2009,16,3102.0,3365.0,59.67,3077.0
33952,11,15,7,15-11-2009,17,3454.0,3565.0,57.33,3102.0
33953,11,15,7,15-11-2009,18,3689.0,3663.0,53.33,3454.0
33954,11,15,7,15-11-2009,19,3610.0,3556.0,54.33,3689.0
33955,11,15,7,15-11-2009,20,3464.0,3401.0,52.67,3610.0
33956,11,15,7,15-11-2009,21,3274.0,3226.0,52.0,3464.0
33957,11,15,7,15-11-2009,22,2998.0,3009.0,50.67,3274.0
33958,11,15,7,15-11-2009,23,2715.0,2755.0,51.0,2998.0
33959,11,15,7,15-11-2009,24,2501.0,2510.0,50.33,2715.0
33960,11,16,1,16-11-2009,1,2335.0,2354.0,50.33,2501.0
33961,11,16,1,16-11-2009,2,2256.0,2245.0,49.33,2335.0
33962,11,16,1,16-11-2009,3,2226.0,2193.0,50.0,2256.0
33963,11,16,1,16-11-2009,4,2231.0,2171.0,48.67,2226.0
33964,11,16,1,16-11-2009,5,2340.0,2186.0,48.33,2231.0
33965,11,16,1,16-11-2009,6,2638.0,2263.0,48.67,2340.0
33966,11,16,1,16-11-2009,7,3108.0,2393.0,46.33,2638.0
33967,11,16,1,16-11-2009,8,3309.0,2617.0,45.67,3108.0
33968,11,16,1,16-11-2009,9,3372.0,2887.0,46.67,3309.0
33969,11,16,1,16-11-2009,10,3423.0,3053.0,47.33,3372.0
33970,11,16,1,16-11-2009,11,3456.0,3130.0,48.67,3423.0
33971,11,16,1,16-11-2009,12,3453.0,3173.0,50.0,3456.0
33972,11,16,1,16-11-2009,13,3417.0,3167.0,50.67,3453.0
33973,11,16,1,16-11-2009,14,3397.0,3116.0,51.67,3417.0
33974,11,16,1,16-11-2009,15,3347.0,3077.0,52.0,3397.0
33975,11,16,1,16-11-2009,16,3327.0,3102.0,51.33,3347.0
33976,11,16,1,16-11-2009,17,3600.0,3454.0,49.0,3327.0
33977,11,16,1,16-11-2009,18,3890.0,3689.0,45.67,3600.0
33978,11,16,1,16-11-2009,19,3845.0,3610.0,44.0,3890.0
33979,11,16,1,16-11-2009,20,3696.0,3464.0,41.33,3845.0
33980,11,16,1,16-11-2009,21,3518.0,3274.0,38.67,3696.0
33981,11,16,1,16-11-2009,22,3226.0,2998.0,35.67,3518.0
33982,11,16,1,16-11-2009,23,2901.0,2715.0,35.33,3226.0
33983,11,16,1,16-11-2009,24,2640.0,2501.0,32.67,2901.0
33984,11,17,2,17-11-2009,1,2499.0,2335.0,31.33,2640.0
33985,11,17,2,17-11-2009,2,2418.0,2256.0,32.33,2499.0
33986,11,17,2,17-11-2009,3,2385.0,2226.0,30.0,2418.0
33987,11,17,2,17-11-2009,4,2392.0,2231.0,31.33,2385.0
33988,11,17,2,17-11-2009,5,2494.0,2340.0,30.33,2392.0
33989,11,17,2,17-11-2009,6,2802.0,2638.0,30.67,2494.0
33990,11,17,2,17-11-2009,7,3287.0,3108.0,30.33,2802.0
33991,11,17,2,17-11-2009,8,3485.0,3309.0,30.67,3287.0
33992,11,17,2,17-11-2009,9,3509.0,3372.0,33.67,3485.0
33993,11,17,2,17-11-2009,10,3490.0,3423.0,38.33,3509.0
33994,11,17,2,17-11-2009,11,3473.0,3456.0,41.0,3490.0
33995,11,17,2,17-11-2009,12,3459.0,3453.0,43.0,3473.0
33996,11,17,2,17-11-2009,13,3408.0,3417.0,45.0,3459.0
33997,11,17,2,17-11-2009,14,3364.0,3397.0,46.33,3408.0
33998,11,17,2,17-11-2009,15,3348.0,3347.0,47.0,3364.0
33999,11,17,2,17-11-2009,16,3336.0,3327.0,46.67,3348.0
34000,11,17,2,17-11-2009,17,3620.0,3600.0,44.0,3336.0
34001,11,17,2,17-11-2009,18,3898.0,3890.0,39.0,3620.0
34002,11,17,2,17-11-2009,19,3867.0,3845.0,35.67,3898.0
34003,11,17,2,17-11-2009,20,3744.0,3696.0,34.0,3867.0
34004,11,17,2,17-11-2009,21,3579.0,3518.0,30.67,3744.0
34005,11,17,2,17-11-2009,22,3304.0,3226.0,29.33,3579.0
34006,11,17,2,17-11-2009,23,2967.0,2901.0,29.0,3304.0
34007,11,17,2,17-11-2009,24,2698.0,2640.0,27.67,2967.0
34008,11,18,3,18-11-2009,1,2552.0,2499.0,26.33,2698.0
34009,11,18,3,18-11-2009,2,2491.0,2418.0,26.67,2552.0
34010,11,18,3,18-11-2009,3,2458.0,2385.0,25.0,2491.0
34011,11,18,3,18-11-2009,4,2470.0,2392.0,25.33,2458.0
34012,11,18,3,18-11-2009,5,2566.0,2494.0,24.67,2470.0
34013,11,18,3,18-11-2009,6,2857.0,2802.0,24.67,2566.0
34014,11,18,3,18-11-2009,7,3338.0,3287.0,24.33,2857.0
34015,11,18,3,18-11-2009,8,3526.0,3485.0,24.33,3338.0
34016,11,18,3,18-11-2009,9,3515.0,3509.0,27.67,3526.0
34017,11,18,3,18-11-2009,10,3497.0,3490.0,32.0,3515.0
34018,11,18,3,18-11-2009,11,3466.0,3473.0,38.0,3497.0
34019,11,18,3,18-11-2009,12,3436.0,3459.0,43.33,3466.0
34020,11,18,3,18-11-2009,13,3389.0,3408.0,47.67,3436.0
34021,11,18,3,18-11-2009,14,3352.0,3364.0,50.0,3389.0
34022,11,18,3,18-11-2009,15,3330.0,3348.0,51.33,3352.0
34023,11,18,3,18-11-2009,16,3336.0,3336.0,50.67,3330.0
34024,11,18,3,18-11-2009,17,3638.0,3620.0,48.0,3336.0
34025,11,18,3,18-11-2009,18,3905.0,3898.0,43.33,3638.0
34026,11,18,3,18-11-2009,19,3889.0,3867.0,38.0,3905.0
34027,11,18,3,18-11-2009,20,3769.0,3744.0,35.33,3889.0
34028,11,18,3,18-11-2009,21,3592.0,3579.0,34.0,3769.0
34029,11,18,3,18-11-2009,22,3302.0,3304.0,31.67,3592.0
34030,11,18,3,18-11-2009,23,2961.0,2967.0,30.67,3302.0
34031,11,18,3,18-11-2009,24,2708.0,2698.0,28.67,2961.0
34032,11,19,4,19-11-2009,1,2565.0,2552.0,27.67,2708.0
34033,11,19,4,19-11-2009,2,2487.0,2491.0,26.0,2565.0
34034,11,19,4,19-11-2009,3,2463.0,2458.0,26.33,2487.0
34035,11,19,4,19-11-2009,4,2471.0,2470.0,25.0,2463.0
34036,11,19,4,19-11-2009,5,2574.0,2566.0,23.67,2471.0
34037,11,19,4,19-11-2009,6,2884.0,2857.0,24.0,2574.0
34038,11,19,4,19-11-2009,7,3372.0,3338.0,24.33,2884.0
34039,11,19,4,19-11-2009,8,3567.0,3526.0,24.33,3372.0
34040,11,19,4,19-11-2009,9,3554.0,3515.0,27.67,3567.0
34041,11,19,4,19-11-2009,10,3525.0,3497.0,33.67,3554.0
34042,11,19,4,19-11-2009,11,3507.0,3466.0,39.33,3525.0
34043,11,19,4,19-11-2009,12,3477.0,3436.0,47.0,3507.0
34044,11,19,4,19-11-2009,13,3421.0,3389.0,51.33,3477.0
34045,11,19,4,19-11-2009,14,3400.0,3352.0,55.0,3421.0
34046,11,19,4,19-11-2009,15,3373.0,3330.0,56.67,3400.0
34047,11,19,4,19-11-2009,16,3370.0,3336.0,55.33,3373.0
34048,11,19,4,19-11-2009,17,3659.0,3638.0,52.33,3370.0
34049,11,19,4,19-11-2009,18,3895.0,3905.0,49.33,3659.0
34050,11,19,4,19-11-2009,19,3855.0,3889.0,49.33,3895.0
34051,11,19,4,19-11-2009,20,3732.0,3769.0,48.67,3855.0
34052,11,19,4,19-11-2009,21,3542.0,3592.0,48.67,3732.0
34053,11,19,4,19-11-2009,22,3247.0,3302.0,49.0,3542.0
34054,11,19,4,19-11-2009,23,2901.0,2961.0,49.0,3247.0
34055,11,19,4,19-11-2009,24,2632.0,2708.0,51.0,2901.0
34056,11,20,5,20-11-2009,1,2460.0,2565.0,49.67,2632.0
34057,11,20,5,20-11-2009,2,2369.0,2487.0,49.0,2460.0
34058,11,20,5,20-11-2009,3,2319.0,2463.0,48.67,2369.0
34059,11,20,5,20-11-2009,4,2314.0,2471.0,48.67,2319.0
34060,11,20,5,20-11-2009,5,2407.0,2574.0,50.33,2314.0
34061,11,20,5,20-11-2009,6,2682.0,2884.0,50.33,2407.0
34062,11,20,5,20-11-2009,7,3161.0,3372.0,50.0,2682.0
34063,11,20,5,20-11-2009,8,3425.0,3567.0,51.67,3161.0
34064,11,20,5,20-11-2009,9,3495.0,3554.0,53.0,3425.0
34065,11,20,5,20-11-2009,10,3549.0,3525.0,53.67,3495.0
34066,11,20,5,20-11-2009,11,3568.0,3507.0,53.0,3549.0
34067,11,20,5,20-11-2009,12,3553.0,3477.0,55.33,3568.0
34068,11,20,5,20-11-2009,13,3493.0,3421.0,56.67,3553.0
34069,11,20,5,20-11-2009,14,3444.0,3400.0,55.67,3493.0
34070,11,20,5,20-11-2009,15,3387.0,3373.0,56.67,3444.0
34071,11,20,5,20-11-2009,16,3363.0,3370.0,55.0,3387.0
34072,11,20,5,20-11-2009,17,3585.0,3659.0,53.0,3363.0
34073,11,20,5,20-11-2009,18,3735.0,3895.0,50.33,3585.0
34074,11,20,5,20-11-2009,19,3631.0,3855.0,49.0,3735.0
34075,11,20,5,20-11-2009,20,3495.0,3732.0,49.0,3631.0
34076,11,20,5,20-11-2009,21,3336.0,3542.0,48.0,3495.0
34077,11,20,5,20-11-2009,22,3111.0,3247.0,45.67,3336.0
34078,11,20,5,20-11-2009,23,2840.0,2901.0,46.0,3111.0
34079,11,20,5,20-11-2009,24,2590.0,2632.0,46.33,2840.0
34080,11,21,6,21-11-2009,1,2416.0,2460.0,45.67,2590.0
34081,11,21,6,21-11-2009,2,2321.0,2369.0,46.33,2416.0
34082,11,21,6,21-11-2009,3,2268.0,2319.0,46.0,2321.0
34083,11,21,6,21-11-2009,4,2252.0,2314.0,44.33,2268.0
34084,11,21,6,21-11-2009,5,2294.0,2407.0,46.0,2252.0
34085,11,21,6,21-11-2009,6,2415.0,2682.0,47.0,2294.0
34086,11,21,6,21-11-2009,7,2628.0,3161.0,46.33,2415.0
34087,11,21,6,21-11-2009,8,2846.0,3425.0,46.67,2628.0
34088,11,21,6,21-11-2009,9,3079.0,3495.0,46.67,2846.0
34089,11,21,6,21-11-2009,10,3211.0,3549.0,49.33,3079.0
34090,11,21,6,21-11-2009,11,3333.0,3568.0,51.33,3211.0
34091,11,21,6,21-11-2009,12,3345.0,3553.0,53.0,3333.0
34092,11,21,6,21-11-2009,13,3282.0,3493.0,54.0,3345.0
34093,11,21,6,21-11-2009,14,3205.0,3444.0,54.67,3282.0
34094,11,21,6,21-11-2009,15,3157.0,3387.0,55.0,3205.0
34095,11,21,6,21-11-2009,16,3159.0,3363.0,54.0,3157.0
34096,11,21,6,21-11-2009,17,3478.0,3585.0,51.67,3159.0
34097,11,21,6,21-11-2009,18,3664.0,3735.0,48.33,3478.0
34098,11,21,6,21-11-2009,19,3578.0,3631.0,45.67,3664.0
34099,11,21,6,21-11-2009,20,3443.0,3495.0,43.0,3578.0
34100,11,21,6,21-11-2009,21,3281.0,3336.0,43.0,3443.0
34101,11,21,6,21-11-2009,22,3070.0,3111.0,41.67,3281.0
34102,11,21,6,21-11-2009,23,2796.0,2840.0,42.0,3070.0
34103,11,21,6,21-11-2009,24,2497.0,2590.0,39.67,2796.0
34104,11,22,7,22-11-2009,1,2400.0,2416.0,40.0,2497.0
34105,11,22,7,22-11-2009,2,2315.0,2321.0,37.67,2400.0
34106,11,22,7,22-11-2009,3,2277.0,2268.0,36.0,2315.0
34107,11,22,7,22-11-2009,4,2295.0,2252.0,34.0,2277.0
34108,11,22,7,22-11-2009,5,2302.0,2294.0,33.67,2295.0
34109,11,22,7,22-11-2009,6,2393.0,2415.0,33.33,2302.0
34110,11,22,7,22-11-2009,7,2548.0,2628.0,33.33,2393.0
34111,11,22,7,22-11-2009,8,2761.0,2846.0,33.0,2548.0
34112,11,22,7,22-11-2009,9,2998.0,3079.0,35.67,2761.0
34113,11,22,7,22-11-2009,10,3137.0,3211.0,40.33,2998.0
34114,11,22,7,22-11-2009,11,3168.0,3333.0,43.67,3137.0
34115,11,22,7,22-11-2009,12,3160.0,3345.0,45.67,3168.0
34116,11,22,7,22-11-2009,13,3134.0,3282.0,47.33,3160.0
34117,11,22,7,22-11-2009,14,3088.0,3205.0,47.33,3134.0
34118,11,22,7,22-11-2009,15,3076.0,3157.0,48.33,3088.0
34119,11,22,7,22-11-2009,16,3137.0,3159.0,47.0,3076.0
34120,11,22,7,22-11-2009,17,3509.0,3478.0,44.0,3137.0
34121,11,22,7,22-11-2009,18,3756.0,3664.0,40.67,3509.0
34122,11,22,7,22-11-2009,19,3695.0,3578.0,39.0,3756.0
34123,11,22,7,22-11-2009,20,3561.0,3443.0,36.33,3695.0
34124,11,22,7,22-11-2009,21,3373.0,3281.0,35.67,3561.0
34125,11,22,7,22-11-2009,22,3097.0,3070.0,32.67,3373.0
34126,11,22,7,22-11-2009,23,2800.0,2796.0,31.33,3097.0
34127,11,22,7,22-11-2009,24,2567.0,2497.0,32.33,2800.0
34128,11,23,1,23-11-2009,1,2435.0,2400.0,31.33,2567.0
34129,11,23,1,23-11-2009,2,2355.0,2315.0,30.67,2435.0
34130,11,23,1,23-11-2009,3,2322.0,2277.0,31.67,2355.0
34131,11,23,1,23-11-2009,4,2341.0,2295.0,32.67,2322.0
34132,11,23,1,23-11-2009,5,2447.0,2302.0,32.67,2341.0
34133,11,23,1,23-11-2009,6,2749.0,2393.0,34.33,2447.0
34134,11,23,1,23-11-2009,7,3239.0,2548.0,34.0,2749.0
34135,11,23,1,23-11-2009,8,3485.0,2761.0,34.67,3239.0
34136,11,23,1,23-11-2009,9,3526.0,2998.0,35.67,3485.0
34137,11,23,1,23-11-2009,10,3558.0,3137.0,38.67,3526.0
34138,11,23,1,23-11-2009,11,3569.0,3168.0,40.33,3558.0
34139,11,23,1,23-11-2009,12,3582.0,3160.0,42.33,3569.0
34140,11,23,1,23-11-2009,13,3533.0,3134.0,43.67,3582.0
34141,11,23,1,23-11-2009,14,3503.0,3088.0,45.0,3533.0
34142,11,23,1,23-11-2009,15,3489.0,3076.0,45.67,3503.0
34143,11,23,1,23-11-2009,16,3555.0,3137.0,45.67,3489.0
34144,11,23,1,23-11-2009,17,3819.0,3509.0,44.67,3555.0
34145,11,23,1,23-11-2009,18,3973.0,3756.0,44.0,3819.0
34146,11,23,1,23-11-2009,19,3897.0,3695.0,44.0,3973.0
34147,11,23,1,23-11-2009,20,3754.0,3561.0,43.67,3897.0
34148,11,23,1,23-11-2009,21,3551.0,3373.0,43.33,3754.0
34149,11,23,1,23-11-2009,22,3295.0,3097.0,43.0,3551.0
34150,11,23,1,23-11-2009,23,2931.0,2800.0,42.33,3295.0
34151,11,23,1,23-11-2009,24,2631.0,2567.0,42.0,2931.0
34152,11,24,2,24-11-2009,1,2487.0,2435.0,42.0,2631.0
34153,11,24,2,24-11-2009,2,2345.0,2355.0,41.33,2487.0
34154,11,24,2,24-11-2009,3,2339.0,2322.0,41.67,2345.0
34155,11,24,2,24-11-2009,4,2304.0,2341.0,41.67,2339.0
34156,11,24,2,24-11-2009,5,2405.0,2447.0,41.67,2304.0
34157,11,24,2,24-11-2009,6,2727.0,2749.0,41.0,2405.0
34158,11,24,2,24-11-2009,7,3158.0,3239.0,41.0,2727.0
34159,11,24,2,24-11-2009,8,3401.0,3485.0,41.0,3158.0
34160,11,24,2,24-11-2009,9,3436.0,3526.0,42.0,3401.0
34161,11,24,2,24-11-2009,10,3515.0,3558.0,44.0,3436.0
34162,11,24,2,24-11-2009,11,3543.0,3569.0,45.67,3515.0
34163,11,24,2,24-11-2009,12,3541.0,3582.0,47.0,3543.0
34164,11,24,2,24-11-2009,13,3489.0,3533.0,47.33,3541.0
34165,11,24,2,24-11-2009,14,3451.0,3503.0,50.33,3489.0
34166,11,24,2,24-11-2009,15,3407.0,3489.0,51.33,3451.0
34167,11,24,2,24-11-2009,16,3426.0,3555.0,51.0,3407.0
34168,11,24,2,24-11-2009,17,3690.0,3819.0,49.33,3426.0
34169,11,24,2,24-11-2009,18,3874.0,3973.0,46.33,3690.0
34170,11,24,2,24-11-2009,19,3828.0,3897.0,44.33,3874.0
34171,11,24,2,24-11-2009,20,3706.0,3754.0,43.33,3828.0
34172,11,24,2,24-11-2009,21,3503.0,3551.0,42.33,3706.0
34173,11,24,2,24-11-2009,22,3238.0,3295.0,41.0,3503.0
34174,11,24,2,24-11-2009,23,2910.0,2931.0,39.33,3238.0
34175,11,24,2,24-11-2009,24,2634.0,2631.0,38.33,2910.0
34176,11,25,3,25-11-2009,1,2439.0,2487.0,37.0,2634.0
34177,11,25,3,25-11-2009,2,2338.0,2345.0,38.0,2439.0
34178,11,25,3,25-11-2009,3,2295.0,2339.0,38.67,2338.0
