monthofyear,weekday,Date,Hour,load,prevload,temp,humid,windspd
12,4,08/12/2011,1,2618.0,2492.0,27.5,81.5,9.3
12,4,08/12/2011,2,2526.0,2396.0,27.0,84.0,11.1
12,4,08/12/2011,3,2477.0,2348.0,27.0,81.5,6.5
12,4,08/12/2011,4,2488.0,2354.0,27.0,84.0,11.15
12,4,08/12/2011,5,2587.0,2446.0,27.0,84.0,9.3
12,4,08/12/2011,6,2847.0,2729.0,26.33,81.0,1.87
12,4,08/12/2011,7,3348.0,3210.0,27.0,74.0,2.8
12,4,08/12/2011,8,3543.0,3487.0,26.5,76.0,3.7
12,4,08/12/2011,9,3561.0,3522.0,27.33,71.33,4.33
12,4,08/12/2011,10,3615.0,3559.0,29.5,60.5,2.8
12,4,08/12/2011,11,3636.0,3616.0,31.0,38.0,0.0
12,4,08/12/2011,12,3617.0,3624.0,30.67,46.33,11.73
12,4,08/12/2011,13,3602.0,3624.0,31.0,49.0,15.75
12,4,08/12/2011,14,3605.0,3638.0,31.5,49.0,16.7
12,4,08/12/2011,15,3590.0,3624.0,0.0,0.0,0.0
12,4,08/12/2011,16,3618.0,3683.0,0.0,0.0,0.0
12,4,08/12/2011,17,3891.0,3955.0,0.0,0.0,0.0
12,4,08/12/2011,18,4085.0,4069.0,0.0,0.0,0.0
12,4,08/12/2011,19,4065.0,4007.0,0.0,0.0,0.0
12,4,08/12/2011,20,4027.0,3888.0,0.0,0.0,0.0
12,4,08/12/2011,21,3898.0,3721.0,0.0,0.0,0.0
12,4,08/12/2011,22,3625.0,3440.0,0.0,0.0,0.0
12,4,08/12/2011,23,3290.0,3100.0,0.0,0.0,0.0
12,4,08/12/2011,24,2995.0,2799.0,0.0,0.0,0.0
12,5,09/12/2011,1,2801.0,2618.0,27.5,81.5,9.3
12,5,09/12/2011,2,2706.0,2526.0,27.0,84.0,11.1
12,5,09/12/2011,3,2656.0,2477.0,27.0,81.5,6.5
12,5,09/12/2011,4,2656.0,2488.0,27.0,84.0,11.15
12,5,09/12/2011,5,2768.0,2587.0,27.0,84.0,9.3
12,5,09/12/2011,6,3019.0,2847.0,26.33,81.0,1.87
12,5,09/12/2011,7,3503.0,3348.0,27.0,74.0,2.8
12,5,09/12/2011,8,3705.0,3543.0,26.5,76.0,3.7
12,5,09/12/2011,9,3714.0,3561.0,27.33,71.33,4.33
12,5,09/12/2011,10,3715.0,3615.0,29.5,60.5,2.8
12,5,09/12/2011,11,3682.0,3636.0,31.0,38.0,0.0
12,5,09/12/2011,12,3641.0,3617.0,30.67,46.33,11.73
12,5,09/12/2011,13,3604.0,3602.0,31.0,49.0,15.75
12,5,09/12/2011,14,3589.0,3605.0,31.5,49.0,16.7
12,5,09/12/2011,15,3561.0,3590.0,0.0,0.0,0.0
12,5,09/12/2011,16,3587.0,3618.0,0.0,0.0,0.0
12,5,09/12/2011,17,3920.0,3891.0,0.0,0.0,0.0
12,5,09/12/2011,18,4073.0,4085.0,0.0,0.0,0.0
12,5,09/12/2011,19,4001.0,4065.0,0.0,0.0,0.0
12,5,09/12/2011,20,3890.0,4027.0,0.0,0.0,0.0
12,5,09/12/2011,21,3745.0,3898.0,0.0,0.0,0.0
12,5,09/12/2011,22,3521.0,3625.0,0.0,0.0,0.0
12,5,09/12/2011,23,3226.0,3290.0,0.0,0.0,0.0
12,5,09/12/2011,24,2931.0,2995.0,0.0,0.0,0.0
12,6,10/12/2011,1,2708.0,2801.0,29.0,81.5,3.7
12,6,10/12/2011,2,2585.0,2706.0,29.0,79.0,3.7
12,6,10/12/2011,3,2518.0,2656.0,28.33,80.67,0.0
12,6,10/12/2011,4,2494.0,2656.0,28.0,84.0,2.8
12,6,10/12/2011,5,2551.0,2768.0,28.0,84.0,0.0
12,6,10/12/2011,6,2662.0,3019.0,27.0,84.0,0.0
12,6,10/12/2011,7,2878.0,3503.0,27.0,94.0,0.0
12,6,10/12/2011,8,3125.0,3705.0,28.0,89.0,0.0
12,6,10/12/2011,9,3349.0,3714.0,28.33,85.0,0.0
12,6,10/12/2011,10,3479.0,3715.0,29.5,81.5,9.3
12,6,10/12/2011,11,3492.0,3682.0,31.5,68.0,8.35
12,6,10/12/2011,12,3485.0,3641.0,34.0,52.0,7.4
12,6,10/12/2011,13,3449.0,3604.0,34.0,55.5,12.05
12,6,10/12/2011,14,3406.0,3589.0,33.0,63.0,20.4
12,6,10/12/2011,15,3391.0,3561.0,33.0,63.67,17.3
12,6,10/12/2011,16,3445.0,3587.0,34.0,56.0,13.9
12,6,10/12/2011,17,3818.0,3920.0,34.0,57.5,13.9
12,6,10/12/2011,18,4013.0,4073.0,33.33,56.0,14.8
12,6,10/12/2011,19,3944.0,4001.0,32.0,66.0,11.1
12,6,10/12/2011,20,3828.0,3890.0,32.0,62.0,6.5
12,6,10/12/2011,21,3708.0,3745.0,31.0,68.33,5.6
12,6,10/12/2011,22,3532.0,3521.0,31.5,72.5,5.55
12,6,10/12/2011,23,3289.0,3226.0,31.0,75.0,0.0
12,6,10/12/2011,24,3031.0,2931.0,29.67,77.33,0.0
12,7,11/12/2011,1,2846.0,2708.0,28.0,52.5,0.0
12,7,11/12/2011,2,2738.0,2585.0,28.0,54.0,0.0
12,7,11/12/2011,3,2682.0,2518.0,24.5,71.5,0.0
12,7,11/12/2011,4,2667.0,2494.0,26.5,59.5,0.0
12,7,11/12/2011,5,2702.0,2551.0,25.5,65.0,0.0
12,7,11/12/2011,6,2779.0,2662.0,23.67,72.0,4.33
12,7,11/12/2011,7,2955.0,2878.0,25.0,65.0,6.5
12,7,11/12/2011,8,3146.0,3125.0,25.5,59.5,9.3
12,7,11/12/2011,9,3374.0,3349.0,26.33,56.0,5.57
12,7,11/12/2011,10,3489.0,3479.0,29.0,48.0,8.35
12,7,11/12/2011,11,3515.0,3492.0,31.0,40.0,9.3
12,7,11/12/2011,12,3493.0,3485.0,32.0,33.5,7.45
12,7,11/12/2011,13,3472.0,3449.0,33.0,41.0,13.9
12,7,11/12/2011,14,3428.0,3406.0,34.0,36.0,11.15
12,7,11/12/2011,15,3404.0,3391.0,34.33,33.33,10.5
12,7,11/12/2011,16,3465.0,3445.0,33.0,44.5,16.65
12,7,11/12/2011,17,3897.0,3818.0,32.5,42.0,13.9
12,7,11/12/2011,18,4167.0,4013.0,31.67,43.33,13.57
12,7,11/12/2011,19,4138.0,3944.0,31.0,49.0,9.3
12,7,11/12/2011,20,4031.0,3828.0,30.5,56.5,11.15
12,7,11/12/2011,21,3852.0,3708.0,28.5,59.0,6.5
12,7,11/12/2011,22,3525.0,3532.0,29.0,56.5,10.2
12,7,11/12/2011,23,3233.0,3289.0,29.0,51.0,2.8
12,7,11/12/2011,24,2961.0,3031.0,27.33,59.0,0.0
12,1,12/12/2011,1,2784.0,2846.0,24.0,63.0,2.8
12,1,12/12/2011,2,2701.0,2738.0,23.0,69.0,2.8
12,1,12/12/2011,3,2681.0,2682.0,21.33,73.67,0.0
12,1,12/12/2011,4,2687.0,2667.0,22.5,66.5,5.6
12,1,12/12/2011,5,2794.0,2702.0,22.0,69.0,0.0
12,1,12/12/2011,6,3069.0,2779.0,21.0,70.0,0.0
12,1,12/12/2011,7,3570.0,2955.0,23.0,57.0,6.5
12,1,12/12/2011,8,3776.0,3146.0,23.0,57.0,11.1
12,1,12/12/2011,9,3758.0,3374.0,22.67,63.67,4.33
12,1,12/12/2011,10,3727.0,3489.0,26.5,47.5,6.5
12,1,12/12/2011,11,3686.0,3515.0,29.0,40.0,7.4
12,1,12/12/2011,12,3633.0,3493.0,29.67,37.67,5.57
12,1,12/12/2011,13,3558.0,3472.0,31.5,37.0,0.0
12,1,12/12/2011,14,3518.0,3428.0,31.0,49.0,16.7
12,1,12/12/2011,15,3479.0,3404.0,31.0,43.67,11.73
12,1,12/12/2011,16,3530.0,3465.0,30.5,48.5,14.8
12,1,12/12/2011,17,3911.0,3897.0,30.0,48.0,10.2
12,1,12/12/2011,18,4143.0,4167.0,29.33,48.67,9.9
12,1,12/12/2011,19,4142.0,4138.0,28.0,54.0,10.2
12,1,12/12/2011,20,4064.0,4031.0,28.0,58.0,10.2
12,1,12/12/2011,21,3894.0,3852.0,27.0,54.0,4.97
12,1,12/12/2011,22,3614.0,3525.0,27.0,49.5,2.8
12,1,12/12/2011,23,3253.0,3233.0,27.0,49.5,8.35
12,1,12/12/2011,24,2938.0,2961.0,26.0,52.5,0.0
12,2,13/12/2011,1,2766.0,2784.0,22.5,50.0,4.65
12,2,13/12/2011,2,2685.0,2701.0,21.0,49.0,0.0
12,2,13/12/2011,3,2660.0,2681.0,20.67,48.67,3.7
12,2,13/12/2011,4,2665.0,2687.0,22.0,33.0,11.15
12,2,13/12/2011,5,2787.0,2794.0,22.0,32.0,12.95
12,2,13/12/2011,6,3086.0,3069.0,21.33,35.67,6.8
12,2,13/12/2011,7,3602.0,3570.0,22.5,30.0,11.1
12,2,13/12/2011,8,3796.0,3776.0,22.0,31.0,14.8
12,2,13/12/2011,9,3786.0,3758.0,22.0,28.67,9.27
12,2,13/12/2011,10,3733.0,3727.0,23.5,30.0,10.2
12,2,13/12/2011,11,3702.0,3686.0,26.0,26.0,9.3
12,2,13/12/2011,12,3651.0,3633.0,27.67,21.67,10.5
12,2,13/12/2011,13,3592.0,3558.0,29.5,22.5,13.0
12,2,13/12/2011,14,3547.0,3518.0,30.0,20.0,12.05
12,2,13/12/2011,15,3504.0,3479.0,31.33,15.67,2.47
12,2,13/12/2011,16,3551.0,3530.0,30.5,24.5,15.75
12,2,13/12/2011,17,3942.0,3911.0,29.5,32.0,12.05
12,2,13/12/2011,18,4172.0,4143.0,27.0,40.33,11.13
12,2,13/12/2011,19,4146.0,4142.0,25.5,50.5,10.2
12,2,13/12/2011,20,4037.0,4064.0,25.0,45.5,9.25
12,2,13/12/2011,21,3855.0,3894.0,24.33,45.67,1.87
12,2,13/12/2011,22,3575.0,3614.0,25.0,45.5,0.0
12,2,13/12/2011,23,3207.0,3253.0,25.0,38.5,0.0
12,2,13/12/2011,24,2903.0,2938.0,22.33,49.0,0.0
12,3,14/12/2011,1,2701.0,2766.0,22.0,75.5,5.55
12,3,14/12/2011,2,2600.0,2685.0,22.0,78.0,7.4
12,3,14/12/2011,3,2546.0,2660.0,19.33,82.67,5.57
12,3,14/12/2011,4,2543.0,2665.0,21.0,83.0,6.5
12,3,14/12/2011,5,2635.0,2787.0,21.0,83.0,10.2
12,3,14/12/2011,6,2903.0,3086.0,20.0,81.0,6.8
12,3,14/12/2011,7,3399.0,3602.0,21.0,78.0,3.7
12,3,14/12/2011,8,3646.0,3796.0,20.0,78.0,1.85
12,3,14/12/2011,9,3642.0,3786.0,20.0,79.0,2.47
12,3,14/12/2011,10,3636.0,3733.0,22.0,69.0,0.0
12,3,14/12/2011,11,3643.0,3702.0,0.0,0.0,0.0
12,3,14/12/2011,12,3624.0,3651.0,27.33,50.0,7.43
12,3,14/12/2011,13,3584.0,3592.0,27.5,63.5,12.05
12,3,14/12/2011,14,3564.0,3547.0,29.0,58.0,18.5
12,3,14/12/2011,15,3550.0,3504.0,29.67,45.33,13.57
12,3,14/12/2011,16,3604.0,3551.0,29.0,55.0,17.6
12,3,14/12/2011,17,3949.0,3942.0,27.0,61.0,18.5
12,3,14/12/2011,18,4137.0,4172.0,27.33,42.0,18.5
12,3,14/12/2011,19,4111.0,4146.0,26.0,49.5,15.75
12,3,14/12/2011,20,4013.0,4037.0,25.0,54.0,12.05
12,3,14/12/2011,21,3837.0,3855.0,24.67,50.0,13.57
12,3,14/12/2011,22,3558.0,3575.0,24.5,51.5,10.2
12,3,14/12/2011,23,3181.0,3207.0,24.0,51.5,7.45
12,3,14/12/2011,24,2857.0,2903.0,22.33,54.0,2.47
12,4,15/12/2011,1,2650.0,2701.0,27.5,34.5,0.0
12,4,15/12/2011,2,2535.0,2600.0,26.0,39.0,0.0
12,4,15/12/2011,3,2495.0,2546.0,23.67,45.0,1.87
12,4,15/12/2011,4,2500.0,2543.0,25.0,38.5,0.0
12,4,15/12/2011,5,2598.0,2635.0,24.0,50.0,0.0
12,4,15/12/2011,6,2881.0,2903.0,24.0,50.0,5.6
12,4,15/12/2011,7,3356.0,3399.0,24.5,43.0,2.8
12,4,15/12/2011,8,3627.0,3646.0,24.0,41.0,3.7
12,4,15/12/2011,9,3648.0,3642.0,24.67,49.0,4.33
12,4,15/12/2011,10,3683.0,3636.0,0.0,0.0,0.0
12,4,15/12/2011,11,3698.0,3643.0,0.0,0.0,0.0
12,4,15/12/2011,12,3703.0,3624.0,31.0,50.33,13.0
12,4,15/12/2011,13,3674.0,3584.0,31.0,43.0,16.7
12,4,15/12/2011,14,3682.0,3564.0,33.5,32.0,13.9
12,4,15/12/2011,15,3665.0,3550.0,34.67,25.0,13.6
12,4,15/12/2011,16,3724.0,3604.0,34.5,22.0,16.7
12,4,15/12/2011,17,3955.0,3949.0,33.5,33.0,17.6
12,4,15/12/2011,18,4051.0,4137.0,33.0,26.33,14.2
12,4,15/12/2011,19,3993.0,4111.0,31.5,29.0,13.9
12,4,15/12/2011,20,3903.0,4013.0,29.5,31.0,11.15
12,4,15/12/2011,21,3737.0,3837.0,27.5,41.5,4.65
12,4,15/12/2011,22,3450.0,3558.0,28.0,40.5,0.0
12,4,15/12/2011,23,3092.0,3181.0,27.5,40.5,0.0
12,4,15/12/2011,24,2757.0,2857.0,25.0,55.67,0.0
12,5,16/12/2011,1,2547.0,2650.0,30.0,66.0,8.35
12,5,16/12/2011,2,2428.0,2535.0,30.0,60.0,0.0
12,5,16/12/2011,3,2393.0,2495.0,28.67,62.33,0.0
12,5,16/12/2011,4,2389.0,2500.0,29.0,62.0,0.0
12,5,16/12/2011,5,2480.0,2598.0,29.0,66.0,0.0
12,5,16/12/2011,6,2755.0,2881.0,28.0,69.67,0.0
12,5,16/12/2011,7,3258.0,3356.0,28.0,70.0,0.0
12,5,16/12/2011,8,3506.0,3627.0,29.0,66.0,0.0
12,5,16/12/2011,9,3531.0,3648.0,30.0,62.0,0.0
12,5,16/12/2011,10,3541.0,3683.0,31.5,53.5,0.0
12,5,16/12/2011,11,3566.0,3698.0,32.5,54.0,7.4
12,5,16/12/2011,12,3548.0,3703.0,32.0,69.67,69.77
12,5,16/12/2011,13,3519.0,3674.0,32.0,75.0,13.0
12,5,16/12/2011,14,3496.0,3682.0,33.0,68.5,12.05
12,5,16/12/2011,15,3477.0,3665.0,34.0,61.67,12.37
12,5,16/12/2011,16,3547.0,3724.0,34.5,65.0,13.9
12,5,16/12/2011,17,3882.0,3955.0,33.5,59.0,22.2
12,5,16/12/2011,18,4049.0,4051.0,33.0,52.67,14.8
12,5,16/12/2011,19,4001.0,3993.0,32.5,53.5,12.05
12,5,16/12/2011,20,3880.0,3903.0,31.5,60.5,6.5
12,5,16/12/2011,21,3748.0,3737.0,31.0,59.0,7.43
12,5,16/12/2011,22,3549.0,3450.0,30.5,62.5,5.6
12,5,16/12/2011,23,3265.0,3092.0,30.0,79.0,11.1
12,5,16/12/2011,24,2956.0,2757.0,29.0,70.5,9.3
12,6,17/12/2011,1,2738.0,2547.0,28.0,74.0,5.6
12,6,17/12/2011,2,2632.0,2428.0,28.0,74.0,7.4
12,6,17/12/2011,3,2586.0,2393.0,27.67,76.67,3.73
12,6,17/12/2011,4,2574.0,2389.0,28.0,74.0,2.8
12,6,17/12/2011,5,2614.0,2480.0,28.0,74.0,2.8
12,6,17/12/2011,6,2738.0,2755.0,27.0,77.0,0.0
12,6,17/12/2011,7,2965.0,3258.0,27.0,79.0,0.0
12,6,17/12/2011,8,3229.0,3506.0,28.5,72.0,6.5
12,6,17/12/2011,9,3486.0,3531.0,29.67,65.33,4.33
12,6,17/12/2011,10,3629.0,3541.0,30.0,72.0,11.15
12,6,17/12/2011,11,3665.0,3566.0,31.0,70.0,14.8
12,6,17/12/2011,12,3623.0,3548.0,31.67,62.67,15.43
12,6,17/12/2011,13,3571.0,3519.0,31.0,70.0,15.75
12,6,17/12/2011,14,3533.0,3496.0,31.0,70.0,27.8
12,6,17/12/2011,15,3523.0,3477.0,31.67,66.67,22.23
12,6,17/12/2011,16,3586.0,3547.0,32.0,70.0,19.45
12,6,17/12/2011,17,3943.0,3882.0,31.0,75.0,23.15
12,6,17/12/2011,18,4131.0,4049.0,31.0,70.33,19.17
12,6,17/12/2011,19,4059.0,4001.0,30.0,70.0,17.6
12,6,17/12/2011,20,3953.0,3880.0,29.0,74.0,16.7
12,6,17/12/2011,21,3846.0,3748.0,29.0,71.67,13.6
12,6,17/12/2011,22,3654.0,3549.0,29.0,74.0,12.05
12,6,17/12/2011,23,3417.0,3265.0,29.0,74.0,10.2
12,6,17/12/2011,24,3152.0,2956.0,29.0,73.0,9.9
12,7,18/12/2011,1,2945.0,2738.0,29.0,89.0,18.5
12,7,18/12/2011,2,2854.0,2632.0,29.0,86.5,16.65
12,7,18/12/2011,3,2802.0,2586.0,29.0,86.5,10.2
12,7,18/12/2011,4,2787.0,2574.0,28.0,89.0,11.15
12,7,18/12/2011,5,2819.0,2614.0,28.5,91.5,8.35
12,7,18/12/2011,6,2910.0,2738.0,27.67,92.0,4.33
12,7,18/12/2011,7,3089.0,2965.0,29.0,84.0,16.7
12,7,18/12/2011,8,3296.0,3229.0,29.0,84.0,19.45
12,7,18/12/2011,9,3554.0,3486.0,30.0,81.5,20.35
12,7,18/12/2011,10,3683.0,3629.0,30.0,84.0,22.25
12,7,18/12/2011,11,3709.0,3665.0,30.5,81.5,22.2
12,7,18/12/2011,12,3692.0,3623.0,31.33,73.0,21.0
12,7,18/12/2011,13,3660.0,3571.0,31.0,77.0,28.7
12,7,18/12/2011,14,3619.0,3533.0,31.0,75.0,26.85
12,7,18/12/2011,15,3605.0,3523.0,31.5,71.0,18.5
12,7,18/12/2011,16,3682.0,3586.0,30.5,77.0,25.0
12,7,18/12/2011,17,4091.0,3943.0,31.0,75.0,25.95
12,7,18/12/2011,18,4335.0,4131.0,30.67,74.0,24.07
12,7,18/12/2011,19,4338.0,4059.0,30.0,79.0,25.9
12,7,18/12/2011,20,4227.0,3953.0,30.0,79.0,26.85
12,7,18/12/2011,21,4096.0,3846.0,30.0,78.0,21.6
12,7,18/12/2011,22,3824.0,3654.0,30.0,79.0,22.2
12,7,18/12/2011,23,3507.0,3417.0,30.0,79.0,18.5
12,7,18/12/2011,24,3219.0,3152.0,29.67,80.0,21.6
12,1,19/12/2011,1,3044.0,2945.0,27.0,91.5,17.6
12,1,19/12/2011,2,2954.0,2854.0,28.0,86.5,19.45
12,1,19/12/2011,3,2922.0,2802.0,27.67,85.0,16.67
12,1,19/12/2011,4,2933.0,2787.0,28.0,84.0,27.8
12,1,19/12/2011,5,3034.0,2819.0,28.0,84.0,24.05
12,1,19/12/2011,6,3334.0,2910.0,27.67,85.0,19.13
12,1,19/12/2011,7,3835.0,3089.0,29.0,79.0,16.65
12,1,19/12/2011,8,4009.0,3296.0,29.0,79.0,23.15
12,1,19/12/2011,9,3868.0,3554.0,27.0,85.5,19.45
12,1,19/12/2011,10,3865.0,3683.0,27.0,89.0,14.8
12,1,19/12/2011,11,3901.0,3709.0,26.0,94.0,31.5
12,1,19/12/2011,12,3928.0,3692.0,27.5,86.5,15.75
12,1,19/12/2011,13,3910.0,3660.0,28.0,86.5,15.75
12,1,19/12/2011,14,3856.0,3619.0,29.0,84.0,20.35
12,1,19/12/2011,15,3812.0,3605.0,29.33,81.67,22.83
12,1,19/12/2011,16,3837.0,3682.0,30.0,79.0,25.9
12,1,19/12/2011,17,4166.0,4091.0,29.5,81.5,27.75
12,1,19/12/2011,18,4376.0,4335.0,30.0,73.33,22.83
12,1,19/12/2011,19,4334.0,4338.0,29.5,76.5,28.7
12,1,19/12/2011,20,4216.0,4227.0,29.0,79.0,28.7
12,1,19/12/2011,21,4029.0,4096.0,29.0,76.67,19.77
12,1,19/12/2011,22,3715.0,3824.0,29.0,79.0,25.0
12,1,19/12/2011,23,3340.0,3507.0,29.0,79.0,24.1
12,1,19/12/2011,24,3001.0,3219.0,28.67,78.33,18.53
12,2,20/12/2011,1,2768.0,3044.0,27.0,89.0,19.45
12,2,20/12/2011,2,2668.0,2954.0,27.5,86.5,16.65
12,2,20/12/2011,3,2614.0,2922.0,27.67,83.67,14.2
12,2,20/12/2011,4,2625.0,2933.0,27.5,86.5,18.5
12,2,20/12/2011,5,2745.0,3034.0,27.0,89.0,14.8
12,2,20/12/2011,6,3047.0,3334.0,27.0,84.0,12.05
12,2,20/12/2011,7,3561.0,3835.0,28.0,84.0,13.9
12,2,20/12/2011,8,3787.0,4009.0,27.5,86.5,13.0
12,2,20/12/2011,9,3817.0,3868.0,28.0,82.67,12.33
12,2,20/12/2011,10,3823.0,3865.0,29.0,79.0,20.35
12,2,20/12/2011,11,3837.0,3901.0,29.0,79.0,20.35
12,2,20/12/2011,12,3801.0,3928.0,28.5,75.5,18.5
12,2,20/12/2011,13,3749.0,3910.0,28.5,81.5,17.6
12,2,20/12/2011,14,3735.0,3856.0,28.0,79.0,14.8
12,2,20/12/2011,15,3727.0,3812.0,29.67,71.33,16.67
12,2,20/12/2011,16,3777.0,3837.0,28.0,84.0,5.6
12,2,20/12/2011,17,4187.0,4166.0,28.0,79.0,11.1
12,2,20/12/2011,18,4435.0,4376.0,29.0,76.67,13.57
12,2,20/12/2011,19,4425.0,4334.0,28.0,81.5,13.9
12,2,20/12/2011,20,4340.0,4216.0,28.0,84.0,12.05
12,2,20/12/2011,21,4194.0,4029.0,28.0,78.67,9.9
12,2,20/12/2011,22,3922.0,3715.0,28.0,81.5,12.95
12,2,20/12/2011,23,3546.0,3340.0,27.5,81.5,11.15
12,2,20/12/2011,24,3221.0,3001.0,27.0,84.0,2.8
12,3,21/12/2011,1,3018.0,2768.0,27.0,89.0,0.0
12,3,21/12/2011,2,2900.0,2668.0,27.0,89.0,0.0
12,3,21/12/2011,3,2847.0,2614.0,26.67,88.67,0.0
12,3,21/12/2011,4,2836.0,2625.0,27.0,89.0,0.0
12,3,21/12/2011,5,2918.0,2745.0,27.0,89.0,0.0
12,3,21/12/2011,6,3173.0,3047.0,26.5,89.5,0.0
12,3,21/12/2011,7,3649.0,3561.0,26.5,91.5,0.0
12,3,21/12/2011,8,3905.0,3787.0,0.0,0.0,0.0
12,3,21/12/2011,9,3923.0,3817.0,25.0,92.0,0.0
12,3,21/12/2011,10,3931.0,3823.0,25.0,94.0,7.4
12,3,21/12/2011,11,3918.0,3837.0,26.5,86.5,0.0
12,3,21/12/2011,12,3893.0,3801.0,26.0,87.33,0.0
12,3,21/12/2011,13,3864.0,3749.0,28.0,79.0,0.0
12,3,21/12/2011,14,3873.0,3735.0,28.0,74.0,9.3
12,3,21/12/2011,15,3847.0,3727.0,29.33,65.67,12.37
12,3,21/12/2011,16,3903.0,3777.0,29.5,68.0,17.6
12,3,21/12/2011,17,4161.0,4187.0,29.0,70.0,13.0
12,3,21/12/2011,18,4282.0,4435.0,28.33,69.0,8.03
12,3,21/12/2011,19,4220.0,4425.0,28.0,74.0,7.45
12,3,21/12/2011,20,4087.0,4340.0,28.0,72.0,0.0
12,3,21/12/2011,21,3902.0,4194.0,27.67,72.67,0.0
12,3,21/12/2011,22,3625.0,3922.0,28.0,74.0,0.0
12,3,21/12/2011,23,3251.0,3546.0,28.0,74.0,0.0
12,3,21/12/2011,24,2903.0,3221.0,27.33,77.33,0.0
12,4,22/12/2011,1,2691.0,3018.0,30.0,44.0,12.05
12,4,22/12/2011,2,2576.0,2900.0,30.0,43.0,13.9
12,4,22/12/2011,3,2519.0,2847.0,29.0,45.0,10.2
12,4,22/12/2011,4,2510.0,2836.0,29.0,45.0,13.0
12,4,22/12/2011,5,2599.0,2918.0,29.0,42.0,9.3
12,4,22/12/2011,6,2854.0,3173.0,28.33,38.0,9.9
12,4,22/12/2011,7,3306.0,3649.0,28.0,39.0,11.1
12,4,22/12/2011,8,3558.0,3905.0,29.0,37.0,12.05
12,4,22/12/2011,9,3595.0,3923.0,29.67,31.0,12.33
12,4,22/12/2011,10,3589.0,3931.0,31.0,34.0,18.55
12,4,22/12/2011,11,3581.0,3918.0,31.5,33.0,12.05
12,4,22/12/2011,12,3532.0,3893.0,32.5,32.0,10.2
12,4,22/12/2011,13,3469.0,3864.0,33.0,32.5,6.5
12,4,22/12/2011,14,3447.0,3873.0,33.0,38.0,16.7
12,4,22/12/2011,15,3425.0,3847.0,33.0,36.33,11.77
12,4,22/12/2011,16,3475.0,3903.0,32.0,43.0,13.0
12,4,22/12/2011,17,3821.0,4161.0,31.5,41.5,12.05
12,4,22/12/2011,18,4036.0,4282.0,30.5,55.0,11.1
12,4,22/12/2011,19,4019.0,4220.0,30.0,60.0,10.2
12,4,22/12/2011,20,3924.0,4087.0,30.0,58.0,13.0
12,4,22/12/2011,21,3772.0,3902.0,29.67,55.67,8.03
12,4,22/12/2011,22,3530.0,3625.0,30.0,58.0,7.45
12,4,22/12/2011,23,3185.0,3251.0,30.0,56.5,0.0
12,4,22/12/2011,24,2880.0,2903.0,28.33,71.0,3.7
12,5,23/12/2011,1,2648.0,2691.0,25.5,47.0,2.8
12,5,23/12/2011,2,2527.0,2576.0,24.5,51.5,0.0
12,5,23/12/2011,3,2463.0,2519.0,22.0,58.67,0.0
12,5,23/12/2011,4,2456.0,2510.0,25.0,41.0,7.4
12,5,23/12/2011,5,2546.0,2599.0,25.0,40.0,5.6
12,5,23/12/2011,6,2755.0,2854.0,22.0,51.0,0.0
12,5,23/12/2011,7,3113.0,3306.0,25.0,41.5,6.5
12,5,23/12/2011,8,3416.0,3558.0,24.5,45.5,0.0
12,5,23/12/2011,9,3580.0,3595.0,24.33,47.0,4.93
12,5,23/12/2011,10,3678.0,3589.0,28.0,32.0,13.0
12,5,23/12/2011,11,3708.0,3581.0,29.0,30.0,14.8
12,5,23/12/2011,12,3694.0,3532.0,31.67,23.67,13.0
12,5,23/12/2011,13,3625.0,3469.0,32.0,23.0,11.15
12,5,23/12/2011,14,3583.0,3447.0,33.0,23.0,10.2
12,5,23/12/2011,15,3546.0,3425.0,33.67,23.33,14.2
12,5,23/12/2011,16,3571.0,3475.0,33.0,26.0,19.45
12,5,23/12/2011,17,3893.0,3821.0,32.5,30.5,13.9
12,5,23/12/2011,18,4088.0,4036.0,30.33,37.33,11.13
12,5,23/12/2011,19,4035.0,4019.0,30.0,43.0,7.4
12,5,23/12/2011,20,3937.0,3924.0,29.0,42.0,5.6
12,5,23/12/2011,21,3815.0,3772.0,27.0,46.67,6.2
12,5,23/12/2011,22,3633.0,3530.0,27.5,49.5,6.5
12,5,23/12/2011,23,3367.0,3185.0,27.0,48.0,6.5
12,5,23/12/2011,24,3087.0,2880.0,24.0,58.0,1.87
12,6,24/12/2011,1,2853.0,2648.0,26.0,65.0,7.4
12,6,24/12/2011,2,2728.0,2527.0,24.0,78.0,0.0
12,6,24/12/2011,3,2681.0,2463.0,23.0,79.67,2.47
12,6,24/12/2011,4,2668.0,2456.0,24.0,78.0,0.0
12,6,24/12/2011,5,2705.0,2546.0,23.0,83.0,6.5
12,6,24/12/2011,6,2806.0,2755.0,22.0,78.0,0.0
12,6,24/12/2011,7,3027.0,3113.0,23.0,78.0,2.8
12,6,24/12/2011,8,3292.0,3416.0,23.0,78.0,2.8
12,6,24/12/2011,9,3560.0,3580.0,22.67,79.33,1.87
12,6,24/12/2011,10,3723.0,3678.0,26.5,61.5,9.25
12,6,24/12/2011,11,3758.0,3708.0,28.0,54.0,5.6
12,6,24/12/2011,12,3732.0,3694.0,29.67,38.33,7.43
12,6,24/12/2011,13,3661.0,3625.0,31.5,37.0,6.5
12,6,24/12/2011,14,3597.0,3583.0,32.0,36.0,7.4
12,6,24/12/2011,15,3568.0,3546.0,31.0,40.67,17.9
